p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	p1_id	p2_id	id	method
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	1	6.259e-06	1.598e+05	0	1.55	0.2543	1.032	0.1029	1.032	0.1029	pmid24076602_MS_eur	pmid24076602_MS_eur	pmid24076602_MS_eur/pmid24076602_MS_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid21833088_MS_eur.sumstats.gz	1.019	0.05411	18.84	3.892e-79	1.19	0.2333	1.262	0.06427	0.1829	0.06602	pmid24076602_MS_eur	pmid21833088_MS_eur	pmid24076602_MS_eur/pmid21833088_MS_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_acetylcarnitine_eur.sumstats.gz	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid24076602_MS_eur	pmid24816252_acetylcarnitine_eur	pmid24076602_MS_eur/pmid24816252_acetylcarnitine_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_alanine_eur.sumstats.gz	0.03579	0.1217	0.2941	0.7687	0.5582	0.2108	1.001	0.02329	0.005791	0.02174	pmid24076602_MS_eur	pmid24816252_alanine_eur	pmid24076602_MS_eur/pmid24816252_alanine_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_arginine_eur.sumstats.gz	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid24076602_MS_eur	pmid24816252_arginine_eur	pmid24076602_MS_eur/pmid24816252_arginine_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_asparagine_eur.sumstats.gz	-0.02154	0.1105	-0.195	0.8454	0.5395	0.2295	1.037	0.0231	-0.02127	0.02228	pmid24076602_MS_eur	pmid24816252_asparagine_eur	pmid24076602_MS_eur/pmid24816252_asparagine_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_cholesterol_eur.sumstats.gz	-0.3282	0.1677	-1.957	0.05035	0.3485	0.1788	1.053	0.02108	0.05461	0.02309	pmid24076602_MS_eur	pmid24816252_cholesterol_eur	pmid24076602_MS_eur/pmid24816252_cholesterol_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_citrate_eur.sumstats.gz	-0.05998	0.3696	-0.1623	0.8711	0.1017	0.1877	1.109	0.02391	-0.003903	0.02414	pmid24076602_MS_eur	pmid24816252_citrate_eur	pmid24076602_MS_eur/pmid24816252_citrate_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_glutamate_eur.sumstats.gz	-0.09444	0.1527	-0.6183	0.5364	0.1991	0.142	0.9396	0.01907	0.04166	0.01796	pmid24076602_MS_eur	pmid24816252_glutamate_eur	pmid24076602_MS_eur/pmid24816252_glutamate_eur	ldsc
../output_sumstats/output_pmid24076602_MS_eur.sumstats.gz	../output_sumstats/output_pmid24816252_glycerol_eur.sumstats.gz	0	NA	NA	NA	-0.1049	0.1776	1.009	0.02244	-0.00457	0.02187	pmid24076602_MS_eur	pmid24816252_glycerol_eur	pmid24076602_MS_eur/pmid24816252_glycerol_eur	ldsc
